Timestamp,Timestamp [ms],CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s],VM,weekday,weekend,month,day,CPU usage prev,CPU_diff,received_prev,received_diff,transmitted_prev,transmitted_diff
2013-07-01 23:00:00,7000879461300,14052,38148981.220378,2267192.561014814,23671.50263590576,48734665770.4,1941565298.7604396,927014.7227272728,946154.9803696304,157688.8378954379,261423.25462870463,1292280,0,0.0,35700,5100,23853.246371336998,-181.7437354312354,157924.18594738594,-235.34805194805173,264134.55506160506,-2711.300432900432
2013-07-02 00:00:00,7000897821953,14052,38148981.2259,2141415.785162063,24238.531590631592,48738216193.73333,1837583347.4534798,1261318.0546536797,1308113.7056915306,236057.49783549784,444195.8132034632,1292280,5100,0.0,35700,10200,24488.226564407814,-249.6949737762238,236231.9406926407,-174.44285714285795,430922.2203463203,13273.592857142856
2013-07-02 01:00:00,7000916186400,14052,38148981.226384,2219124.1709795194,24988.97139041514,48739134034.666664,1827409974.3677657,1539630.3666666667,929143.2257742258,172330.73424908426,456108.96227106225,1292280,5100,0.0,35700,10200,25034.60072219447,-45.629331779331885,175010.3675824176,-2679.633333333333,450222.6122710623,5886.350000000002
2013-07-02 02:00:00,7000934545125,14070,38195781.255905,1916907.6941962745,22616.626381257633,48812799212.8,1901522892.9391942,1209833.982173382,1140097.9322344323,149400.38571428572,344844.2934065934,1292280,5100,0.0,35700,10200,22343.491666666665,273.1347145909646,148335.87142857144,1064.514285714286,358687.7571428571,-13843.463736263737
2013-07-02 03:00:00,7000952905778,14076,38211381.272256,1962195.6059095478,22507.433333333334,48841468766.933334,1720771947.8666666,933615.6580586081,631142.9010489511,198474.53663003663,371256.95604395604,1292280,5100,0.0,35700,10200,22831.777075702077,-324.34374236874237,188482.53663003663,9991.999999999998,368849.5542124542,2407.401831501832
2013-07-02 04:00:00,6984498376632,14051,38145077.286094,2118516.1514659068,24748.684034021535,48751070300.26667,1916065854.0960374,2091795.9602564103,768521.2321178821,164028.20995670996,388483.85757575755,1291326,5088,0.0,35616,10176,24830.27801781552,-81.59398379398368,173614.93376623376,-9586.72380952381,387731.09567099565,752.7619047619055
2013-07-02 05:00:00,6974907507034,14012,38035853.323884,1696543.7348147966,21148.067711455213,48541566222.76363,1812096771.2463424,966912.7473026973,472610.93052503053,149579.83631923632,346078.59506604506,1288730,5081,0.0,35567,10162,20921.75844988345,226.30926157176157,150292.82679542678,-712.9904761904761,347699.7426850927,-1621.1476190476192
2013-07-02 06:00:00,7001007991500,14076,38211381.286053,1914822.9841870286,22188.81001984127,48788343154.72381,1824587377.8791208,923878.9757575757,383173.4037962038,141760.59220779222,281012.2525974026,1292280,5100,0.0,35700,10200,22221.287103174604,-32.47708333333338,136800.62554112554,4959.966666666666,288015.8906926407,-7003.638095238096
2013-07-02 07:00:00,7003771891170,14080,38221781.261375,1967705.2350099008,22621.355514624265,48814355342.666664,2012232386.6388278,948445.4265567765,449682.08914418914,173167.18077478078,334184.33523143525,1292788,5102,0.0,35714,10204,22643.641625735374,-22.286111111111133,166242.68077478078,6924.500000000001,314915.78285048285,19268.55238095238
2013-07-02 08:00:00,6729239394846,13288,36113417.778934,2629178.3331537102,26075.141391941394,45630260115.73333,2424968495.447619,880141.8128205128,398369.22042124544,305750.5417582418,651794.1788461539,1258514,4902,0.0,34314,9804,25822.806669719168,252.3347222222223,309628.72509157506,-3878.1833333333393,654030.1871794872,-2236.0083333333355
2013-07-02 09:00:00,6980471733255,14009,38032943.268003,2622405.9054934843,26620.791002747254,48502399943.46667,2615101506.9860806,1935858.5648573649,870964.6028693529,377978.99505494506,654051.9315018315,1293756,5085,0.0,35595,10170,26440.94378052503,179.84722222222226,339022.0783882784,38956.916666666664,650665.5898351648,3386.341666666673
2013-07-02 10:00:00,7034027742322,14136,38371293.218827,2622821.8422121634,27875.45101010101,48997142716.53333,2477730926.1575756,1668595.2507492506,524863.3628704628,345310.6040626041,431420.8094405594,1299372,5124,0.0,35868,10248,27574.129861111112,301.321148989899,375275.5586080586,-29964.95454545454,433989.63974358974,-2568.830303030303
2013-07-02 11:00:00,6992863240356,14037,38104365.29145,3189439.5151930735,32701.03927808303,48668208750.53333,2789397472.331868,1448721.9937895439,493806.92845487845,494450.0093240093,468486.5828338328,1292582,5094,0.0,35658,10188,32475.662510406262,225.37676767676766,487792.3595404595,6657.649783549782,462562.24776889774,5924.335064935069
2013-07-02 12:00:00,7049165088640,14147,38399893.206392,2694451.9083695966,28420.474346486848,49023255896.666664,2684941818.692707,1482336.6586413586,436969.6488178488,285351.0036630037,465922.93924408924,1302276,5135,0.0,35945,10270,29598.916013153514,-1178.4416666666666,304087.6322344322,-18736.628571428573,466512.51067266066,-589.5714285714281
2013-07-02 13:00:00,7027219220456,14073,38198751.299158,2241278.466728667,25026.82303113553,48874929877.066666,2327769440.0307693,1285014.8333333333,454724.6771062271,254548.0956043956,402142.90476190473,1299811,5119,0.0,35833,10238,24198.304975579977,828.5180555555555,232879.96227106228,21668.133333333335,412784.1285714286,-10641.22380952381
2013-07-02 14:00:00,7034101531004,14126,38338121.246374,2577032.1554549197,27437.025572344322,48947368006.666664,2645991868.208059,1249295.05,547430.6714285715,264103.72857142857,491008.53095238097,1298411,5124,0.0,35868,10248,27763.195016788766,-326.1694444444444,270930.4619047619,-6826.7333333333345,481326.04047619045,9682.490476190473
2013-07-02 15:00:00,7032747187575,14121,38332293.236051,2267420.381257985,24673.65481046731,48889648415.34545,2124579688.5641026,1148016.4816849816,921285.1341491841,214040.20745920745,362396.67962037964,1300569,5123,0.0,35861,10246,24143.67356046731,529.98125,228089.5407925408,-14049.333333333332,371684.14628704626,-9287.466666666665
2013-07-02 16:00:00,7031392842450,14115,38316693.268014,3394443.370999046,32004.476587301586,48863556705.6,2305603441.3333335,838272.2038461538,787920.0575924076,188379.5964202464,358453.7751082251,1299724,5122,0.0,35854,10244,32425.98521825397,-421.5086309523808,182837.14916749916,5542.447252747253,352252.7505661006,6201.024542124542
2013-07-02 17:00:00,7031411322446,14118,38324493.248472,3394135.0267912997,31740.395535714288,48878377583.2,2167786400.409524,1356755.3817404818,1164480.0622544123,181292.98967698967,558714.8085081585,1299909,5122,0.0,35854,10244,31243.75009920635,496.6454365079365,187834.57026307026,-6541.580586080586,550078.6330502831,8636.175457875459
2013-07-02 18:00:00,7050648803136,14148,38402493.216993004,3393233.8972485047,31682.75625,49024148860.0,2187642016.8,1575030.335897436,1118198.4547619047,313922.14999999997,528061.65,1302540,5136,0.0,35952,10272,31700.06527777778,-17.309027777777786,317084.75,-3162.6000000000026,555691.1833333333,-27629.533333333336
2013-07-02 19:00:00,7050667293592,14148,38402493.217140004,3360865.1020631716,31437.639262820514,49024654913.333336,2098458096.451282,748131.415018315,537778.1326007326,203692.6,271671.4,1302540,5136,0.0,35952,10272,31356.33926282051,81.29999999999998,194321.73333333334,9370.866666666667,265205.73333333334,6465.666666666665
2013-07-02 20:00:00,7050685786616,14148,38402493.215343,3364202.6918346407,31774.219246031746,49028886161.86667,2121265636.5619047,864003.9285714285,485822.9911088911,228522.61125541126,306512.83463203465,1302540,5136,0.0,35952,10272,31917.55277777778,-143.33353174603178,227110.93333333332,1411.6779220779244,306542.06666666665,-29.23203463203444
2013-07-02 21:00:00,7050704274076,14148,38402493.202224,3266228.780635747,30258.52867063492,49031092914.666664,2152153634.3428574,606916.1968253969,438668.9010989011,357460.06666666665,263761.1714285714,1302540,5136,0.0,35952,10272,30641.760317460317,-383.23164682539675,360642.4541125541,-3182.387445887447,266764.9251082251,-3003.75367965368
2013-07-02 22:00:00,7050722766672,14148,38402493.202224,3392962.2395972414,31712.15357142857,49031931688.26667,2134495804.304762,970757.2428571428,851648.2978021977,212272.42857142858,390660.9761904762,1302540,5136,0.0,35952,10272,31228.57113095238,483.58244047619047,216104.7761904762,-3832.3476190476185,383028.2476190476,7632.728571428575
2013-07-02 23:00:00,7030149122367,14117,38321893.234275,3303410.38605634,30744.301587301587,48883185987.2,2089198544.8380952,946138.40995671,811303.501098901,182821.5227106227,260176.64652014652,1299822,5121,0.0,35847,10242,31220.14246031746,-475.84087301587306,185395.46556776555,-2573.9428571428575,275001.5227106227,-14824.876190476192
2013-07-03 00:00:00,7050759747584,14148,38402493.220611,3018398.097252535,29627.1850503663,49032803716.0,2021733073.789011,1897463.8392246643,1531776.8231601731,305129.4262737263,447045.63334998337,1302540,10272,0.0,35952,15408,29458.13308150183,169.05196886446885,263453.2293040293,41676.196969696975,398885.51062271063,48160.122727272734
2013-07-03 01:00:00,7050778240608,14148,38402493.202824004,2610747.3180708084,28009.37092074592,49034007105.333336,1912050071.4,1653522.0071428572,1072893.8166666667,244470.88571428572,440162.3976190476,1302540,10272,0.0,35952,15408,28413.49927849928,-404.12835775335776,282240.0826839827,-37769.196969696975,464921.72034632036,-24759.32272727272
2013-07-03 02:00:00,7050796730208,14148,38402493.202932,2385085.3987454493,25683.254166666666,49039479010.933334,1798252478.1333332,930148.4633699633,964747.73992674,163875.88888888888,199664.22222222222,1302540,10272,0.0,35952,15408,25601.95138888889,81.30277777777782,167276.95555555556,-3401.066666666667,222755.75555555554,-23091.533333333333
2013-07-03 03:00:00,7050815223891,14148,38402493.210668,2351141.8630787907,25360.371825396825,49041127805.86667,1722864919.5619047,1038969.1857142857,779037.9967032967,215905.41904761904,248267.96446886446,1302540,10272,0.0,35952,15408,25537.614186507937,-177.2423611111111,209869.6857142857,6035.733333333334,254149.0978021978,-5881.133333333335
2013-07-03 04:00:00,7050833714544,14148,38402493.218436,2123939.595101517,22598.120138888888,49041668456.0,1646755630.1333332,1707157.0923076922,693233.5014652015,166638.0,168345.46666666667,1302540,10272,0.0,35952,15408,22610.797916666666,-12.677777777777779,159955.13333333333,6682.866666666668,156818.13333333333,11527.33333333333
2013-07-03 05:00:00,7050852205428,14148,38402493.218436,2024210.855554822,21533.64146825397,49042109913.53333,1652416060.0190475,798906.9435897436,561020.8672161172,152931.96666666667,199027.07857142857,1302540,10272,0.0,35952,15408,21824.00882936508,-290.36736111111105,166980.76666666666,-14048.800000000001,205494.94523809524,-6467.866666666666
2013-07-03 06:00:00,7050870693744,14148,38402493.218436,2175184.8559347205,22573.384325396826,49043805808.26667,1919105800.2476192,586649.5333333333,533299.4,251184.08095238096,162400.34285714285,1302540,10272,0.0,35952,15408,22400.933630952382,172.45069444444437,249458.01428571428,1726.0666666666657,165140.0761904762,-2739.7333333333327
2013-07-03 07:00:00,7050889187196,14148,38402493.218436,2289326.3057882143,23631.138988095237,49043631681.25714,2092688025.631746,964293.5846153846,493037.76410256414,168117.21587301587,152352.16190476192,1302540,10272,0.0,35952,15408,23341.54732142857,289.5916666666667,170513.88253968253,-2396.666666666666,150843.02857142856,1509.1333333333325
2013-07-03 08:00:00,7050907678080,14148,38402493.218436,2217485.691927776,23578.133432539682,49040769945.333336,1901370665.6761904,661169.2666666667,361094.8564102564,174820.7761904762,211602.37619047618,1302540,10272,0.0,35952,15408,23659.73621031746,-81.60277777777776,173504.37619047618,1316.3999999999992,208138.37619047618,3463.9999999999995
2013-07-03 09:00:00,7050926169820,14148,38402493.214344,2224585.2730908776,24440.102777777778,49045436618.4,1855235260.6666667,1385974.9668109668,1086344.4444444445,210211.2873015873,433860.5507936508,1302540,10272,0.0,35952,15408,24619.318055555555,-179.2152777777778,207263.2873015873,2947.9999999999995,418070.0841269841,15790.466666666667
2013-07-03 10:00:00,7050944662416,14148,38402493.20374,1637616.3237104418,18605.363194444446,49045829670.933334,1749071177.7079365,899718.2,647637.2333333333,187822.4011904762,283513.60119047615,1302540,10272,0.0,35952,15408,18943.006944444445,-337.64374999999995,173154.4011904762,14668.0,290850.7345238095,-7337.133333333333
2013-07-03 11:00:00,7050963152444,14148,38402493.203124,1716834.8776977013,19919.73049242424,49047935036.8,2125881593.2911978,889759.1333333333,668601.6303030304,256416.25873015873,262212.1650793651,1302540,10272,0.0,35952,15408,20100.283964646464,-180.55347222222224,271529.50317460316,-15113.244444444448,269222.3873015873,-7010.22222222222
2013-07-03 12:00:00,7027643089108,14086,38232165.23962,1932034.2761371308,19232.803472222222,48817156913.6,2519053250.304762,1220470.5380952382,685054.6919413919,484558.1333333333,579008.2476190476,1299510,10238,0.0,35833,15357,18371.839583333334,860.963888888889,430997.06666666665,53561.066666666666,490295.24761904764,88713.0
2013-07-03 13:00:00,7051000136352,14148,38402493.252172,2597640.8150869086,23285.94990079365,49050130126.933334,2950205324.139194,1219768.826984127,671955.3664224665,308376.64822954824,414817.5757020757,1302540,10272,0.0,35952,15408,23686.39017857143,-400.44027777777774,360026.9148962149,-51650.26666666666,506629.24236874236,-91811.66666666667
2013-07-03 14:00:00,7051018629804,14148,38402493.27086,2371099.0607063593,23103.604464285712,49051246131.46667,3082947057.136508,1536489.8444444444,807966.5285714286,384575.75873015873,373775.2380952381,1302540,10272,0.0,35952,15408,23164.205853174604,-60.601388888888934,390957.6920634921,-6381.933333333333,379460.77142857143,-5685.533333333332
2013-07-03 15:00:00,7051037115980,14148,38402493.272268,2355470.7491342644,22343.806845238094,49052165197.86667,2532168298.957143,1275795.0073565324,653949.4178571429,145836.95357142857,233391.14285714284,1302540,10272,0.0,35952,15408,22115.317956349205,228.48888888888894,143962.35357142857,1874.5999999999995,224144.6761904762,9246.466666666669
2013-07-03 16:00:00,7051055610288,14148,38402493.272664,2570516.6828554403,23819.37232142857,49052649351.73333,2463835733.3619046,587991.7833333333,520135.22027972026,152867.92857142858,157921.90476190476,1302540,10272,0.0,35952,15408,23853.59732142857,-34.225000000000044,156186.99523809523,-3319.0666666666666,166710.10476190475,-8788.200000000003
2013-07-03 17:00:00,7051074099888,14148,38402493.276936,3073643.3799279467,25557.02233946609,49053031511.2,2774635392.8,723628.0642857143,623540.5145909647,181330.7603174603,297831.2761904762,1302540,10272,0.0,35952,15408,25553.326506132755,3.6958333333333657,179453.36031746032,1877.3999999999999,292911.34285714285,4919.93333333334
2013-07-03 18:00:00,7051092589916,14148,38402493.27726,2491849.5556259323,22685.61378968254,49053382801.333336,2511397146.4952383,1163032.655952381,486031.3967032967,233447.80476190476,267776.7380952381,1302540,10272,0.0,35952,15408,22832.08878968254,-146.475,235518.9380952381,-2071.13333333333,271972.2047619048,-4195.466666666667
2013-07-03 19:00:00,7051111084224,14148,38402493.27726,2521428.765051176,22637.073313492063,49053734845.6,2928356159.0285716,653217.4238095238,530762.0571428571,154539.6380952381,185422.89523809523,1302540,10272,0.0,35952,15408,22579.47748015873,57.595833333333275,153849.30476190476,690.333333333334,186333.9619047619,-911.0666666666651
2013-07-03 20:00:00,7051129573824,14148,38402493.276252,2951459.2684784713,24587.11369047619,49055504995.92381,2864193034.9142857,835267.5104562105,605716.9074925075,239467.85714285713,323034.2238095238,1302540,10272,0.0,35952,15408,24426.275595238094,160.8380952380953,228956.80952380953,10511.047619047622,308972.0380952381,14062.18571428571
2013-07-03 21:00:00,7051148065136,14148,38402493.265164,2506806.783911131,23250.958234126985,49056126332.26667,2806851025.9428573,716045.1428571428,711881.7666666667,335949.4857142857,279345.7571428571,1302540,10272,0.0,35952,15408,23372.476289682538,-121.51805555555563,343593.39999999997,-7643.914285714283,288871.0761904762,-9525.319047619047
2013-07-03 22:00:00,7051166558160,14148,38402493.265164,2420717.2736521647,22272.332142857143,49056424283.2,2826107094.8,780468.1257853258,795512.4733599733,156662.6761904762,134514.4238095238,1302540,10272,0.0,35952,15408,22467.057043650795,-194.7249007936507,158930.34285714285,-2267.6666666666647,136143.09047619047,-1628.666666666667
2013-07-03 23:00:00,7051185047760,14148,38402493.26702,2091091.2070025739,20594.217311507935,49056876981.86667,2575212413.4666667,1321563.419047619,1050978.3285714285,138154.37619047618,173312.24285714285,1302540,10272,0.0,35952,15408,20690.408680555556,-96.19136904761905,137474.5761904762,679.8000000000006,173617.64285714284,-305.4000000000014
2013-07-04 00:00:00,7051203537360,14148,38402493.265164,2109585.7529721553,20658.499305555557,49057260985.6,2397720153.3238096,1679976.0474358974,1519471.367948718,264829.9857142857,433073.89999999997,1302540,15408,0.0,35952,20544,20836.270436507937,-177.77113095238101,262953.91904761904,1876.066666666665,426739.23333333334,6334.666666666675
2013-07-04 01:00:00,7051222026960,14148,38402493.265164,1399803.8078953475,16997.441044372295,49058187443.46667,2167784563.7108226,1817686.7417027417,1139998.058008658,142585.1476190476,312524.7212121212,1302540,15408,0.0,35952,20544,17119.613266594515,-122.1722222222222,143332.1476190476,-747.0,304192.45454545453,8332.266666666663
2013-07-04 02:00:00,7051240521268,14148,38402493.265164,1325889.4228100146,16457.823015873015,49062382359.2,2081386605.5238094,881873.5695970696,1173392.6194139195,139292.75714285715,146406.38095238095,1302540,15408,0.0,35952,20544,16438.12996031746,19.69305555555556,140887.44285714286,-1594.6857142857143,162652.45714285714,-16246.076190476191
2013-07-04 03:00:00,7051259011296,14148,38402493.265164,1292092.0948208382,15939.387450396825,49064522211.46667,1983912519.9619048,996158.117149517,800307.7608058609,205152.1857142857,127416.14285714286,1302540,15408,0.0,35952,20544,15997.111557539682,-57.72410714285714,176741.96666666667,28410.21904761905,110032.1380952381,17384.004761904762
2013-07-04 04:00:00,7051277500896,14148,38402493.265164,1257235.9689094936,15551.496527777777,49065041479.46667,2024452502.4761906,1782574.5293040292,885534.9102564103,206105.94285714286,201972.4,1302540,15408,0.0,35952,20544,15543.696527777778,7.800000000000015,237174.41428571427,-31068.471428571436,221447.85714285716,-19475.457142857147
2013-07-04 05:00:00,7051295994776,14148,38402493.265164,1207087.972969611,15050.30357142857,49065594283.77143,1978366600.0380952,426589.73333333334,520523.75238095236,121109.60476190476,117718.23809523809,1302540,15408,0.0,35952,20544,15097.974900793652,-47.67132936507937,118013.89523809524,3095.7095238095235,114850.39523809524,2867.842857142858
2013-07-04 06:00:00,7051314485232,14148,38402493.265164,1482290.5767267263,16313.7341765873,49066637947.84762,2272284633.561905,609593.3761904762,655717.3761904762,366452.8142857143,382930.2904761905,1302540,15408,0.0,35952,20544,15962.042609126984,351.6915674603174,308815.019047619,57637.795238095234,278401.78095238097,104528.50952380952
2013-07-04 07:00:00,7051332975901,14148,38402493.261105,2595051.7080805046,23130.63648989899,49067296664.419044,2717589091.295238,612297.2,718120.0916666667,464374.45335497835,656721.445021645,1302540,15408,0.0,35952,20544,23169.644823232324,-39.00833333333331,503048.58668831165,-38674.13333333333,743071.1688311689,-86349.72380952383
2013-07-04 08:00:00,7051351469568,14148,38402493.23396,1417297.4841295108,17344.93786075036,49067874392.07619,2296620799.3238096,923919.8097402597,571529.4748917749,278159.1673160173,326297.97164502164,1302540,15408,0.0,35952,20544,17481.563753607505,-136.62589285714282,293631.1958874459,-15472.028571428575,340792.1097402597,-14494.138095238108
2013-07-04 09:00:00,7051369959168,14148,38402493.256104,1482084.3043336342,17836.05109126984,49068533170.933334,2374031070.571429,1036949.4505050505,563079.0476190476,179505.02857142856,181789.37619047618,1302540,15408,0.0,35952,20544,17659.81240079365,176.23869047619044,178419.19523809524,1085.8333333333326,185730.10952380951,-3940.7333333333318
2013-07-04 10:00:00,7051388448768,14148,38402493.233969,2185077.143422399,21488.706746031745,49069714907.10476,2631579873.809524,813049.280952381,663235.5285714286,337430.4428571428,427711.5619047619,1302540,15408,0.0,35952,20544,21534.221924603175,-45.515178571428606,324892.0714285714,12538.371428571423,415460.9142857143,12250.647619047631
